date,state,pm2_5, pm10, o3,no2,so2, co,AQI
5/13/2018,kerala,38,22,22,5,3,6,60.66666667
5/14/2018,kerala,40,40,25,6,3,9,64.58333333
5/15/2018,kerala,81,44,23,4,3,8,116.75
5/16/2018,kerala,86,30,21,4,2,8,122.1666667
5/17/2018,kerala,70,21,15,3,2,8,99.58333333
5/18/2018,kerala,31,28,16,3,2,8,47.58333333
5/19/2018,kerala,48,23,14,1,2,7,67.75
5/20/2018,kerala,40,32,20,2,2,8,58.33333333
5/21/2018,kerala,57,39,24,5,3,8,86
5/22/2018,kerala,64,40,23,5,3,7,95.33333333
5/23/2018,kerala,71,53,20,5,3,8,104.6666667
5/24/2018,kerala,80,18,18,8,2,6,119.1666667
5/25/2018,kerala,48,38,28,7,2,8,75.25
5/26/2018,kerala,72,24,28,3,2,6,102.25
5/27/2018,kerala,42,35,27,3,2,9,62.25
5/28/2018,kerala,49,37,22,3,2,8,71.58333333
5/29/2018,kerala,51,29,19,5,2,7,76.75
5/30/2018,kerala,52,38,15,6,2,8,79.33333333
5/31/2018,kerala,63,33,14,7,3,8,96.5
6/1/2018,kerala,62,25,14,7,2,7,93.91666667
6/2/2018,kerala,54,21,14,6,2,6,82
6/3/2018,kerala,46,27,14,8,2,8,73.83333333
6/4/2018,kerala,54,33,12,11,3,10,89.5
6/5/2018,kerala,58,31,13,6,3,7,88.58333333
6/6/2018,kerala,59,26,9,8,3,6,92.41666667
6/7/2018,kerala,55,39,13,4,2,8,80.83333333
6/8/2018,kerala,48,37,14,1,3,5,69
6/9/2018,kerala,42,33,10,0,2,5,58.5
6/10/2018,kerala,26,39,12,2,2,7,39.66666667
6/11/2018,kerala,49,47,11,4,3,7,74.08333333
6/12/2018,kerala,49,36,13,5,2,7,74.08333333
6/13/2018,kerala,49,26,13,4,2,6,72.83333333
6/14/2018,kerala,48,28,14,4,2,7,71.5
6/15/2018,kerala,49,26,13,6,3,6,76.58333333
6/16/2018,kerala,46,29,8,5,2,6,70.08333333
6/17/2018,kerala,45,35,10,6,2,8,70
6/18/2018,kerala,48,53,10,5,3,8,74
6/19/2018,kerala,58,42,13,4,2,6,84.83333333
6/20/2018,kerala,55,39,13,5,3,6,83.33333333
6/21/2018,kerala,68,40,16,6,2,8,100.6666667
6/22/2018,kerala,65,40,13,6,2,6,96.66666667
6/23/2018,kerala,60,23,14,4,2,6,87.5
6/24/2018,kerala,54,38,12,4,2,5,79.5
6/25/2018,kerala,49,36,12,2,2,8,70.33333333
6/26/2018,kerala,56,35,11,1,2,7,78.41666667
6/27/2018,kerala,50,32,13,2,3,6,72.91666667
6/28/2018,kerala,52,35,13,3,2,7,75.58333333
6/29/2018,kerala,61,33,17,4,2,7,88.83333333
6/30/2018,kerala,54,31,17,3,3,6,79.5
1/1/2018,kerala,149,69,35,3,1,12,203.6666667
1/2/2018,kerala,153,64,36,5,3,12,214
1/3/2018,kerala,147,70,30,8,2,12,208.5
1/4/2018,kerala,153,85,25,7,4,12,217.75
1/5/2018,kerala,164,84,30,7,4,12,232.4166667
1/6/2018,kerala,166,77,29,5,3,11,231.3333333
1/7/2018,kerala,163,72,27,8,3,15,231.0833333
1/8/2018,kerala,158,83,27,9,3,14,225.6666667
1/9/2018,kerala,166,81,28,7,4,14,235.0833333
1/10/2018,kerala,167,60,24,8,2,14,235.1666667
1/11/2018,kerala,134,61,99,7,2,14,189.9166667
1/12/2018,kerala,141,57,16,6,2,14,198
1/13/2018,kerala,129,49,86,5,2,11,180.75
1/14/2018,kerala,115,61,36,7,3,14,165.8333333
1/15/2018,kerala,132,72,17,8,3,14,189.75
1/16/2018,kerala,157,81,41,8,4,14,224.3333333
1/17/2018,kerala,166,76,45,7,2,14,232.5833333
1/18/2018,kerala,160,75,31,7,4,13,227.0833333
1/19/2018,kerala,158,82,38,9,4,13,226.9166667
1/20/2018,kerala,165,87,40,6,4,14,232.5
1/21/2018,kerala,173,83,41,8,2,16,243.1666667
1/22/2018,kerala,167,85,36,8,3,15,236.4166667
1/23/2018,kerala,168,81,57,6,3,11,235.25
1/24/2018,kerala,165,67,27,6,3,9,231.25
1/25/2018,kerala,146,68,55,6,4,8,207.1666667
1/26/2018,kerala,146,75,36,6,4,8,207.1666667
1/27/2018,kerala,153,60,28,7,3,8,216.5
1/28/2018,kerala,134,75,38,8,3,11,192.4166667
1/29/2018,kerala,159,73,39,6,2,9,222
1/30/2018,kerala,153,80,45,7,4,10,217.75
1/31/2018,kerala,155,82,31,4,3,11,215.4166667
2/1/2018,kerala,163,76,49,14,3,10,238.5833333
2/2/2018,kerala,157,72,54,8,4,9,224.3333333
2/3/2018,kerala,143,73,53,6,4,8,203.1666667
2/4/2018,kerala,148,71,44,6,4,8,209.8333333
2/5/2018,kerala,146,69,39,5,3,8,204.6666667
2/6/2018,kerala,136,60,35,5,2,9,190.0833333
2/7/2018,kerala,118,45,29,7,3,8,169.8333333
2/8/2018,kerala,98,54,40,8,3,9,144.4166667
2/9/2018,kerala,119,57,36,6,2,9,168.6666667
2/10/2018,kerala,124,59,28,10,2,8,180.3333333
2/11/2018,kerala,120,59,23,8,15,9,188.75
2/12/2018,kerala,120,67,31,9,3,9,175
2/13/2018,kerala,143,72,40,8,3,8,204.4166667
2/14/2018,kerala,152,68,39,10,2,10,217.6666667
2/15/2018,kerala,118,60,42,10,2,9,172.3333333
2/16/2018,kerala,126,66,35,9,3,10,183
2/17/2018,kerala,138,66,52,7,3,8,196.5
2/18/2018,kerala,142,70,54,9,3,9,204.3333333
2/19/2018,kerala,151,71,44,10,4,10,218.8333333
2/20/2018,kerala,145,76,45,10,3,10,209.5833333
2/21/2018,kerala,145,68,46,9,4,7,209.5833333
2/22/2018,kerala,128,70,44,9,4,8,186.9166667
2/23/2018,kerala,118,70,43,9,4,9,173.5833333
2/24/2018,kerala,134, , ,0,0, ,178.6666667
2/26/2018,kerala,80,60,40,8,4,8,121.6666667
2/27/2018,kerala,111,56,40,8,4,8,163
2/28/2018,kerala,98,58,32,7,3,9,143.1666667
3/1/2018,kerala,87,59,34,7,4,10,129.75
3/2/2018,kerala,112,61,45,6,5,9,163.0833333
3/3/2018,kerala,118,70,50,6,4,8,169.8333333
3/4/2018,kerala,150,72,43,7,4,9,213.75
3/5/2018,kerala,131,72,41,6,4,9,187.1666667
3/6/2018,kerala,144,70,40,7,4,10,205.75
3/7/2018,kerala,145,71,38,8,3,10,207.0833333
3/8/2018,kerala,143,69,30,6,4,10,203.1666667
3/9/2018,kerala,150,67,45,6,4,9,212.5
3/10/2018,kerala,139, , ,0,0, ,185.3333333
3/12/2018,kerala,105,41,25,7,2,11,151.25
3/13/2018,kerala,89,36,28,6,3,9,129.9166667
3/14/2018,kerala,71,28,25,4,2,7,102.1666667
3/15/2018,kerala,52,32,26,4,2,9,76.83333333
3/16/2018,kerala,65,37,30,5,3,8,96.66666667
3/17/2018,kerala,72,43,29,6,2,9,106
3/18/2018,kerala,91,39,25,6,3,10,132.5833333
3/19/2018,kerala,77,56,34,8,3,11,116.4166667
3/20/2018,kerala,118,57,32,6,3,10,168.5833333
3/21/2018,kerala,119,50,21,4,3,10,167.4166667
3/22/2018,kerala,92,61,30,5,2,10,131.4166667
3/23/2018,kerala,96,65,27,6,2,8,138
3/24/2018,kerala,96,66,37,6,2,11,138
3/25/2018,kerala,120,63,34,8,3,11,173.75
3/26/2018,kerala,130,60,38,7,2,13,184.5833333
3/27/2018,kerala,122,39,26,7,5,18,177.6666667
3/28/2018,kerala,79,53,30,7,3,12,117.8333333
3/29/2018,kerala,104,62,34,4,2,25,146.1666667
3/30/2018,kerala,118,61,32,5,3,29,167.3333333
3/31/2018,kerala,113,56,24,4,4,7,160.6666667
11/13/2017,kerala,145,61,3,6,2,11,203.3333333
11/14/2017,kerala,135,62,3,5,2,11,188.75
11/15/2017,kerala,144,54,3,6,2,10,202
11/16/2017,kerala,118,65,3,6,3,11,168.5833333
11/17/2017,kerala,148,64,3,5,1,12,204.8333333
11/18/2017,kerala,144,52,3,3,1,10,197
11/19/2017,kerala,112,45,3,4,2,10,156.8333333
11/20/2017,kerala,85,26,3,4,2,9,120.8333333
11/21/2017,kerala,55,35,3,5,1,11,80.83333333
11/22/2017,kerala,78,50,3,6,2,12,114
11/23/2017,kerala,111,65,3,5,2,11,156.75
11/24/2017,kerala,142,84,3,7,2,14,200.5833333
11/25/2017,kerala,170,78,3,5,2,12,235.4166667
11/26/2017,kerala,164,43,3,6,2,11,228.6666667
11/27/2017,kerala,106,39,3,5,1,12,148.8333333
11/28/2017,kerala,87,43,3,4,1,11,122.25
11/29/2017,kerala,94,10,3,1,1,8,127.8333333
11/30/2017,kerala,17,14,3,3,1,8,27.66666667
12/1/2017,kerala,39,24, ,3,2,9,58.25
12/2/2017,kerala,34,31, ,4,2,10,52.83333333
12/7/2017,kerala,122,53,3,2,1,12,166.4166667
12/8/2017,kerala,122,41,3,2,2,10,167.6666667
12/9/2017,kerala,94,58,3,2,2,11,130.3333333
12/10/2017,kerala,137,73,3,2,2,11,187.6666667
12/11/2017,kerala,155,67,3,2,1,12,210.4166667
12/12/2017,kerala,152,49,3,2,1,11,206.4166667
12/13/2017,kerala,114,52,3,3,2,12,158.25
12/14/2017,kerala,114,68,3,3,2,14,158.25
12/15/2017,kerala,153,52,6,3,1,11,209
12/16/2017,kerala,115,56,3,3,1,11,158.3333333
12/17/2017,kerala,126,56,4,2,2,11,173
12/18/2017,kerala,123,59,11,2,2,11,169
12/19/2017,kerala,128,41,12,2,2,10,175.6666667
12/20/2017,kerala,89,51,19,2,2,11,123.6666667
12/21/2017,kerala,115,38,26,2,1,10,157.0833333
12/22/2017,kerala,84,53,26,2,2,12,117
12/23/2017,kerala,116,45,29,2,2,9,159.6666667
12/24/2017,kerala,98,55,28,1,1,9,133.1666667
12/25/2017,kerala,129,64,31,3,1,11,177
12/26/2017,kerala,146,67,32,4,2,12,202.1666667
12/27/2017,kerala,152,75,30,4,2,12,210.1666667
12/28/2017,kerala,161,67,23,5,1,11,222.1666667
12/29/2017,kerala,144,75,34,5,2,13,200.75
12/30/2017,kerala,154,97,32,6,2,16,215.3333333
12/31/2017,kerala,179,64,33,4,1,11,244.9166667
12/31/2019,kerala,0,54,27,10,7,12,21.25
10/20/2019,kerala,0,15,13,1,0,7,1.25
10/21/2019,kerala,0,20,16,1,0,7,1.25
4/21/2019,kerala,0,37,27,2,0,8,2.5
5/19/2019,kerala,0,52,18,3,1,7,5
6/17/2019,kerala,0,48,6,1,2, ,3.75
6/24/2019,kerala,0,50,7,0,0,5,0
12/31/2018,kerala,0,72,49,4,6,51,12.5
11/4/2018,kerala,0,91,13,8,7,14,18.75
12/2/2018,kerala,0,57,34,3,5,15,10
12/14/2018,kerala,0,67,28,3,6,21,11.25
7/22/2018,kerala,0,53,14,2,3,7,6.25
9/9/2018,kerala,0,45,17,2,4,4,7.5
2/25/2018,kerala,0,53,27,8,4,9,15
3/11/2018,kerala,0,60,21,8,4,11,15
11/12/2017,kerala,0,65,3,7,2,13,11.25
12/3/2017,kerala,0,50,3,3,2,12,6.25
12/6/2017,kerala,0,56,3,5,2,13,8.75
6/21/2019,kerala,0, ,6,0,0,7,0
6/22/2019,kerala,0, ,8,0,1,4,1.25
6/23/2019,kerala,0, ,7,0,1,6,1.25
